identification_id,organism_id,identification_type,taxon_formula,verbatim_identification,type_status,identified_by,identified_by_id,date_identified,identification_references,identification_verification_status,identification_remarks,type_designation_type,type_designated_by
ind_40_6.12_L373,org_point_40_6.12_L373,human,37337011.0,chrysophrys,,,,,,,,,
ind_41_6.12_L373,org_point_41_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_42_6.12_L373,org_point_42_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_43_6.12_L373,org_point_43_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_44_6.12_L373,org_point_44_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_45_6.12_L373,org_point_45_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_46_6.12_L373,org_point_46_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_47_6.12_L373,org_point_47_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_48_6.12_L373,org_point_48_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_49_6.12_L373,org_point_49_6.12_L373,human,37337011.0,chrysophrys,,,,,,,,,
ind_50_6.12_L373,org_point_50_6.12_L373,human,NaN,,,,,,,,,,
ind_51_6.12_L373,org_point_51_6.12_L373,human,37351003.0,griseus,,,,,,,,,
ind_52_6.12_L373,org_point_52_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_53_6.12_L373,org_point_53_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_54_6.12_L373,org_point_54_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_55_6.12_L373,org_point_55_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_56_6.12_L373,org_point_56_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_57_6.12_L373,org_point_57_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_58_6.12_L373,org_point_58_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_59_6.12_L373,org_point_59_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_60_6.12_L373,org_point_60_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_61_6.12_L373,org_point_61_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_62_6.12_L373,org_point_62_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_63_6.12_L373,org_point_63_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_64_6.12_L373,org_point_64_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_65_6.12_L373,org_point_65_6.12_L373,human,37337022.0,gymnostethus,,,,,,,,,
ind_66_6.12_L373,org_point_66_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_67_6.12_L373,org_point_67_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_68_6.12_L373,org_point_68_6.12_L373,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_69_6.12_L373,org_point_69_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_70_6.12_L373,org_point_70_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_71_6.12_L373,org_point_71_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_72_6.12_L373,org_point_72_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_73_6.12_L373,org_point_73_6.12_L373,human,37351003.0,griseus,,,,,,,,,
ind_74_6.12_L373,org_point_74_6.12_L373,human,37351005.0,grandoculis,,,,,,,,,
ind_75_6.12_L373,org_point_75_6.12_L373,human,37018007.0,plumbeus,,,,,,,,,
ind_0_7.01_L378,org_point_0_7.01_L378,human,37465064.0,choirocephalus,,,,,,,,,
ind_1_7.01_L378,org_point_1_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_2_7.01_L378,org_point_2_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_3_7.01_L378,org_point_3_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_4_7.01_L378,org_point_4_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_5_7.01_L378,org_point_5_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_6_7.01_L378,org_point_6_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_7_7.01_L378,org_point_7_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_8_7.01_L378,org_point_8_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_9_7.01_L378,org_point_9_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_10_7.01_L378,org_point_10_7.01_L378,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_11_7.01_L378,org_point_11_7.01_L378,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_12_7.01_L378,org_point_12_7.01_L378,human,37351005.0,grandoculis,,,,,,,,,
ind_13_7.01_L378,org_point_13_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_14_7.01_L378,org_point_14_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_15_7.01_L378,org_point_15_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_16_7.01_L378,org_point_16_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_17_7.01_L378,org_point_17_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_18_7.01_L378,org_point_18_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_19_7.01_L378,org_point_19_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_20_7.01_L378,org_point_20_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_21_7.01_L378,org_point_21_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_22_7.01_L378,org_point_22_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_23_7.01_L378,org_point_23_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_24_7.01_L378,org_point_24_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_25_7.01_L378,org_point_25_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_26_7.01_L378,org_point_26_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_27_7.01_L378,org_point_27_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_28_7.01_L378,org_point_28_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_29_7.01_L378,org_point_29_7.01_L378,human,37351009.0,miniatus,,,,,,,,,
ind_30_7.01_L378,org_point_30_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_31_7.01_L378,org_point_31_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_32_7.01_L378,org_point_32_7.01_L378,human,37337022.0,gymnostethus,,,,,,,,,
ind_33_7.01_L378,org_point_33_7.01_L378,human,37060053.0,undulatus,,,,,,,,,
ind_34_7.01_L378,org_point_34_7.01_L378,human,NaN,spp,,,,,,,,,
ind_35_7.01_L378,org_point_35_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_36_7.01_L378,org_point_36_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_37_7.01_L378,org_point_37_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_38_7.01_L378,org_point_38_7.01_L378,human,NaN,spp,,,,,,,,,
ind_39_7.01_L378,org_point_39_7.01_L378,human,NaN,spp,,,,,,,,,
ind_40_7.01_L378,org_point_40_7.01_L378,human,NaN,spp,,,,,,,,,
ind_41_7.01_L378,org_point_41_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_42_7.01_L378,org_point_42_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_43_7.01_L378,org_point_43_7.01_L378,human,37337011.0,chrysophrys,,,,,,,,,
ind_44_7.01_L378,org_point_44_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_45_7.01_L378,org_point_45_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_46_7.01_L378,org_point_46_7.01_L378,human,37346002.0,multidens,,,,,,,,,
ind_47_7.01_L378,org_point_47_7.01_L378,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_48_7.01_L378,org_point_48_7.01_L378,human,37351022.0,euanus,,,,,,,,,
ind_49_7.01_L378,org_point_49_7.01_L378,human,37351022.0,euanus,,,,,,,,,
ind_0_7.02_L372,org_point_0_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_1_7.02_L372,org_point_1_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_2_7.02_L372,org_point_2_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_3_7.02_L372,org_point_3_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_4_7.02_L372,org_point_4_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_5_7.02_L372,org_point_5_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_6_7.02_L372,org_point_6_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_7_7.02_L372,org_point_7_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_8_7.02_L372,org_point_8_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_9_7.02_L372,org_point_9_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_10_7.02_L372,org_point_10_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_11_7.02_L372,org_point_11_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_12_7.02_L372,org_point_12_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_13_7.02_L372,org_point_13_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_14_7.02_L372,org_point_14_7.02_L372,human,37353006.0,spinifer,,,,,,,,,
ind_15_7.02_L372,org_point_15_7.02_L372,human,37353006.0,spinifer,,,,,,,,,
ind_16_7.02_L372,org_point_16_7.02_L372,human,37353006.0,spinifer,,,,,,,,,
ind_17_7.02_L372,org_point_17_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_18_7.02_L372,org_point_18_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_19_7.02_L372,org_point_19_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_20_7.02_L372,org_point_20_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_21_7.02_L372,org_point_21_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_22_7.02_L372,org_point_22_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_23_7.02_L372,org_point_23_7.02_L372,human,37337011.0,chrysophrys,,,,,,,,,
ind_24_7.02_L372,org_point_24_7.02_L372,human,37346002.0,multidens,,,,,,,,,
ind_25_7.02_L372,org_point_25_7.02_L372,human,37351005.0,grandoculis,,,,,,,,,
ind_26_7.02_L372,org_point_26_7.02_L372,human,37465089.0,filamentosus,,,,,,,,,
ind_27_7.02_L372,org_point_27_7.02_L372,human,NaN,spp,,,,,,,,,
ind_28_7.02_L372,org_point_28_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_29_7.02_L372,org_point_29_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_30_7.02_L372,org_point_30_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_31_7.02_L372,org_point_31_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_32_7.02_L372,org_point_32_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_33_7.02_L372,org_point_33_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_34_7.02_L372,org_point_34_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_35_7.02_L372,org_point_35_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_36_7.02_L372,org_point_36_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_37_7.02_L372,org_point_37_7.02_L372,human,37337012.0,speciosus,,,,,,,,,
ind_38_7.02_L372,org_point_38_7.02_L372,human,37465089.0,filamentosus,,,,,,,,,
ind_39_7.02_L372,org_point_39_7.02_L372,human,37465089.0,filamentosus,,,,,,,,,
ind_40_7.02_L372,org_point_40_7.02_L372,human,NaN,sp10,,,,,,,,,
ind_41_7.02_L372,org_point_41_7.02_L372,human,NaN,sp10,,,,,,,,,
ind_42_7.02_L372,org_point_42_7.02_L372,human,NaN,sp10,,,,,,,,,
ind_43_7.02_L372,org_point_43_7.02_L372,human,NaN,sp10,,,,,,,,,
ind_44_7.02_L372,org_point_44_7.02_L372,human,37346002.0,multidens,,,,,,,,,
ind_45_7.02_L372,org_point_45_7.02_L372,human,37346002.0,multidens,,,,,,,,,
ind_46_7.02_L372,org_point_46_7.02_L372,human,NaN,sp10,,,,,,,,,
ind_47_7.02_L372,org_point_47_7.02_L372,human,37351005.0,grandoculis,,,,,,,,,
ind_48_7.02_L372,org_point_48_7.02_L372,human,37269002.0,hypselopterus,,,,,,,,,
ind_49_7.02_L372,org_point_49_7.02_L372,human,37346002.0,multidens,,,,,,,,,
ind_50_7.02_L372,org_point_50_7.02_L372,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_51_7.02_L372,org_point_51_7.02_L372,human,37351003.0,griseus,,,,,,,,,
ind_52_7.02_L372,org_point_52_7.02_L372,human,37467007.0,sceleratus,,,,,,,,,
ind_53_7.02_L372,org_point_53_7.02_L372,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_54_7.02_L372,org_point_54_7.02_L372,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_55_7.02_L372,org_point_55_7.02_L372,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_56_7.02_L372,org_point_56_7.02_L372,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_57_7.02_L372,org_point_57_7.02_L372,human,NaN,spp,,,,,,,,,
ind_58_7.02_L372,org_point_58_7.02_L372,human,NaN,spp,,,,,,,,,
ind_59_7.02_L372,org_point_59_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_60_7.02_L372,org_point_60_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_61_7.02_L372,org_point_61_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_62_7.02_L372,org_point_62_7.02_L372,human,37465089.0,filamentosus,,,,,,,,,
ind_63_7.02_L372,org_point_63_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_64_7.02_L372,org_point_64_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_65_7.02_L372,org_point_65_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_66_7.02_L372,org_point_66_7.02_L372,human,37337022.0,gymnostethus,,,,,,,,,
ind_67_7.02_L372,org_point_67_7.02_L372,human,37337021.0,caeruleopinnatus,,,,,,,,,
ind_68_7.02_L372,org_point_68_7.02_L372,human,37337021.0,caeruleopinnatus,,,,,,,,,
ind_69_7.02_L372,org_point_69_7.02_L372,human,37337021.0,caeruleopinnatus,,,,,,,,,
ind_0_7.03_L375,org_point_0_7.03_L375,human,37390005.0,nebulosa,,,,,,,,,
ind_1_7.03_L375,org_point_1_7.03_L375,human,37390005.0,nebulosa,,,,,,,,,
ind_2_7.03_L375,org_point_2_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_3_7.03_L375,org_point_3_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_4_7.03_L375,org_point_4_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_5_7.03_L375,org_point_5_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_6_7.03_L375,org_point_6_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_7_7.03_L375,org_point_7_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_8_7.03_L375,org_point_8_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_9_7.03_L375,org_point_9_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_10_7.03_L375,org_point_10_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_11_7.03_L375,org_point_11_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_12_7.03_L375,org_point_12_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_13_7.03_L375,org_point_13_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_14_7.03_L375,org_point_14_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_15_7.03_L375,org_point_15_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_16_7.03_L375,org_point_16_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_17_7.03_L375,org_point_17_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_18_7.03_L375,org_point_18_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_19_7.03_L375,org_point_19_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_20_7.03_L375,org_point_20_7.03_L375,human,37351003.0,griseus,,,,,,,,,
ind_21_7.03_L375,org_point_21_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_22_7.03_L375,org_point_22_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_23_7.03_L375,org_point_23_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_24_7.03_L375,org_point_24_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_25_7.03_L375,org_point_25_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_26_7.03_L375,org_point_26_7.03_L375,human,37351008.0,nebulosus,,,,,,,,,
ind_27_7.03_L375,org_point_27_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_28_7.03_L375,org_point_28_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_29_7.03_L375,org_point_29_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_30_7.03_L375,org_point_30_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_31_7.03_L375,org_point_31_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_32_7.03_L375,org_point_32_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_33_7.03_L375,org_point_33_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_34_7.03_L375,org_point_34_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_35_7.03_L375,org_point_35_7.03_L375,human,NaN,spp,,,,,,,,,
ind_36_7.03_L375,org_point_36_7.03_L375,human,NaN,spp,,,,,,,,,
ind_37_7.03_L375,org_point_37_7.03_L375,human,NaN,spp,,,,,,,,,
ind_38_7.03_L375,org_point_38_7.03_L375,human,NaN,spp,,,,,,,,,
ind_39_7.03_L375,org_point_39_7.03_L375,human,NaN,spp,,,,,,,,,
ind_40_7.03_L375,org_point_40_7.03_L375,human,NaN,spp,,,,,,,,,
ind_41_7.03_L375,org_point_41_7.03_L375,human,NaN,spp,,,,,,,,,
ind_42_7.03_L375,org_point_42_7.03_L375,human,NaN,spp,,,,,,,,,
ind_43_7.03_L375,org_point_43_7.03_L375,human,NaN,spp,,,,,,,,,
ind_44_7.03_L375,org_point_44_7.03_L375,human,NaN,spp,,,,,,,,,
ind_45_7.03_L375,org_point_45_7.03_L375,human,NaN,spp,,,,,,,,,
ind_46_7.03_L375,org_point_46_7.03_L375,human,NaN,spp,,,,,,,,,
ind_47_7.03_L375,org_point_47_7.03_L375,human,NaN,spp,,,,,,,,,
ind_48_7.03_L375,org_point_48_7.03_L375,human,NaN,spp,,,,,,,,,
ind_49_7.03_L375,org_point_49_7.03_L375,human,NaN,spp,,,,,,,,,
ind_50_7.03_L375,org_point_50_7.03_L375,human,NaN,spp,,,,,,,,,
ind_51_7.03_L375,org_point_51_7.03_L375,human,NaN,spp,,,,,,,,,
ind_52_7.03_L375,org_point_52_7.03_L375,human,NaN,spp,,,,,,,,,
ind_53_7.03_L375,org_point_53_7.03_L375,human,NaN,spp,,,,,,,,,
ind_54_7.03_L375,org_point_54_7.03_L375,human,NaN,spp,,,,,,,,,
ind_55_7.03_L375,org_point_55_7.03_L375,human,NaN,spp,,,,,,,,,
ind_56_7.03_L375,org_point_56_7.03_L375,human,NaN,spp,,,,,,,,,
ind_57_7.03_L375,org_point_57_7.03_L375,human,NaN,spp,,,,,,,,,
ind_58_7.03_L375,org_point_58_7.03_L375,human,NaN,spp,,,,,,,,,
ind_59_7.03_L375,org_point_59_7.03_L375,human,NaN,spp,,,,,,,,,
ind_60_7.03_L375,org_point_60_7.03_L375,human,NaN,spp,,,,,,,,,
ind_61_7.03_L375,org_point_61_7.03_L375,human,NaN,spp,,,,,,,,,
ind_62_7.03_L375,org_point_62_7.03_L375,human,NaN,spp,,,,,,,,,
ind_63_7.03_L375,org_point_63_7.03_L375,human,NaN,spp,,,,,,,,,
ind_64_7.03_L375,org_point_64_7.03_L375,human,NaN,spp,,,,,,,,,
ind_65_7.03_L375,org_point_65_7.03_L375,human,NaN,spp,,,,,,,,,
ind_66_7.03_L375,org_point_66_7.03_L375,human,NaN,spp,,,,,,,,,
ind_67_7.03_L375,org_point_67_7.03_L375,human,NaN,spp,,,,,,,,,
ind_68_7.03_L375,org_point_68_7.03_L375,human,NaN,spp,,,,,,,,,
ind_69_7.03_L375,org_point_69_7.03_L375,human,NaN,spp,,,,,,,,,
ind_70_7.03_L375,org_point_70_7.03_L375,human,NaN,spp,,,,,,,,,
ind_71_7.03_L375,org_point_71_7.03_L375,human,NaN,spp,,,,,,,,,
ind_72_7.03_L375,org_point_72_7.03_L375,human,NaN,spp,,,,,,,,,
ind_73_7.03_L375,org_point_73_7.03_L375,human,NaN,spp,,,,,,,,,
ind_74_7.03_L375,org_point_74_7.03_L375,human,NaN,spp,,,,,,,,,
ind_75_7.03_L375,org_point_75_7.03_L375,human,NaN,spp,,,,,,,,,
ind_76_7.03_L375,org_point_76_7.03_L375,human,NaN,spp,,,,,,,,,
ind_77_7.03_L375,org_point_77_7.03_L375,human,NaN,spp,,,,,,,,,
ind_78_7.03_L375,org_point_78_7.03_L375,human,NaN,spp,,,,,,,,,
ind_79_7.03_L375,org_point_79_7.03_L375,human,NaN,spp,,,,,,,,,
ind_80_7.03_L375,org_point_80_7.03_L375,human,NaN,spp,,,,,,,,,
ind_81_7.03_L375,org_point_81_7.03_L375,human,NaN,spp,,,,,,,,,
ind_82_7.03_L375,org_point_82_7.03_L375,human,NaN,spp,,,,,,,,,
ind_83_7.03_L375,org_point_83_7.03_L375,human,NaN,spp,,,,,,,,,
ind_84_7.03_L375,org_point_84_7.03_L375,human,NaN,spp,,,,,,,,,
ind_85_7.03_L375,org_point_85_7.03_L375,human,NaN,spp,,,,,,,,,
ind_86_7.03_L375,org_point_86_7.03_L375,human,NaN,spp,,,,,,,,,
ind_87_7.03_L375,org_point_87_7.03_L375,human,NaN,spp,,,,,,,,,
ind_88_7.03_L375,org_point_88_7.03_L375,human,NaN,spp,,,,,,,,,
ind_89_7.03_L375,org_point_89_7.03_L375,human,NaN,spp,,,,,,,,,
ind_90_7.03_L375,org_point_90_7.03_L375,human,NaN,spp,,,,,,,,,
ind_91_7.03_L375,org_point_91_7.03_L375,human,NaN,spp,,,,,,,,,
ind_92_7.03_L375,org_point_92_7.03_L375,human,NaN,spp,,,,,,,,,
ind_93_7.03_L375,org_point_93_7.03_L375,human,NaN,spp,,,,,,,,,
ind_94_7.03_L375,org_point_94_7.03_L375,human,NaN,spp,,,,,,,,,
ind_95_7.03_L375,org_point_95_7.03_L375,human,NaN,spp,,,,,,,,,
ind_96_7.03_L375,org_point_96_7.03_L375,human,NaN,spp,,,,,,,,,
ind_97_7.03_L375,org_point_97_7.03_L375,human,NaN,spp,,,,,,,,,
ind_98_7.03_L375,org_point_98_7.03_L375,human,NaN,spp,,,,,,,,,
ind_99_7.03_L375,org_point_99_7.03_L375,human,NaN,spp,,,,,,,,,
ind_100_7.03_L375,org_point_100_7.03_L375,human,NaN,spp,,,,,,,,,
ind_101_7.03_L375,org_point_101_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_102_7.03_L375,org_point_102_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_103_7.03_L375,org_point_103_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_104_7.03_L375,org_point_104_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_105_7.03_L375,org_point_105_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_106_7.03_L375,org_point_106_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_107_7.03_L375,org_point_107_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_108_7.03_L375,org_point_108_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_109_7.03_L375,org_point_109_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_110_7.03_L375,org_point_110_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_111_7.03_L375,org_point_111_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_112_7.03_L375,org_point_112_7.03_L375,human,NaN,spp,,,,,,,,,
ind_113_7.03_L375,org_point_113_7.03_L375,human,NaN,spp,,,,,,,,,
ind_114_7.03_L375,org_point_114_7.03_L375,human,NaN,spp,,,,,,,,,
ind_115_7.03_L375,org_point_115_7.03_L375,human,NaN,spp,,,,,,,,,
ind_116_7.03_L375,org_point_116_7.03_L375,human,NaN,spp,,,,,,,,,
ind_117_7.03_L375,org_point_117_7.03_L375,human,NaN,spp,,,,,,,,,
ind_118_7.03_L375,org_point_118_7.03_L375,human,NaN,spp,,,,,,,,,
ind_119_7.03_L375,org_point_119_7.03_L375,human,NaN,spp,,,,,,,,,
ind_120_7.03_L375,org_point_120_7.03_L375,human,NaN,spp,,,,,,,,,
ind_121_7.03_L375,org_point_121_7.03_L375,human,NaN,spp,,,,,,,,,
ind_122_7.03_L375,org_point_122_7.03_L375,human,NaN,spp,,,,,,,,,
ind_123_7.03_L375,org_point_123_7.03_L375,human,NaN,spp,,,,,,,,,
ind_124_7.03_L375,org_point_124_7.03_L375,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_125_7.03_L375,org_point_125_7.03_L375,human,37351008.0,nebulosus,,,,,,,,,
ind_126_7.03_L375,org_point_126_7.03_L375,human,37351008.0,nebulosus,,,,,,,,,
ind_127_7.03_L375,org_point_127_7.03_L375,human,37351008.0,nebulosus,,,,,,,,,
ind_128_7.03_L375,org_point_128_7.03_L375,human,37351012.0,rubrioperculatus,,,,,,,,,
ind_129_7.03_L375,org_point_129_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_130_7.03_L375,org_point_130_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_131_7.03_L375,org_point_131_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_132_7.03_L375,org_point_132_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_133_7.03_L375,org_point_133_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_134_7.03_L375,org_point_134_7.03_L375,human,37351008.0,nebulosus,,,,,,,,,
ind_135_7.03_L375,org_point_135_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_136_7.03_L375,org_point_136_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_137_7.03_L375,org_point_137_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_138_7.03_L375,org_point_138_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
ind_139_7.03_L375,org_point_139_7.03_L375,human,37337022.0,gymnostethus,,,,,,,,,
